Epoch,Generator Loss,Discriminator Loss
0,1.3827855587005615,-0.24009442329406738
1,1.2663772106170654,0.1822199821472168
2,1.2045807838439941,-0.01074838638305664
3,0.9254677891731262,-0.055264830589294434
4,0.5725303292274475,-0.1312299370765686
5,0.06765615940093994,-0.13668543100357056
6,-0.17544329166412354,0.11018162965774536
7,-0.4327942132949829,-0.298544704914093
8,-0.5068899393081665,-0.07064193487167358
9,-0.421501100063324,-0.10583233833312988
10,-0.885270357131958,0.06467366218566895
11,-1.2725393772125244,0.19239509105682373
12,-0.9162572622299194,-0.04169821739196777
13,-0.9110857844352722,-0.27298957109451294
14,-1.083490014076233,-0.08247554302215576
15,-0.8792078495025635,-0.15594178438186646
16,-0.8371386528015137,-0.08249592781066895
17,-0.6476644277572632,0.015675663948059082
18,-0.5511701107025146,-0.014546453952789307
19,-0.3804851174354553,-0.06672468781471252
20,-0.46618014574050903,-0.17421090602874756
21,-0.6930447220802307,-0.023639202117919922
22,-0.6415587663650513,0.03871142864227295
23,-0.7856835126876831,0.014134049415588379
24,-0.6475338339805603,-0.19834965467453003
25,-0.6100698113441467,-0.00870370864868164
26,-0.5323741436004639,-0.06576824188232422
27,-0.4710669219493866,-0.22048994898796082
28,-0.3334740400314331,-0.30709153413772583
29,-0.23560763895511627,-0.31561702489852905
30,-0.3192763030529022,0.019343972206115723
31,-0.39193618297576904,-0.1917177140712738
32,-0.16551920771598816,-0.2037750482559204
33,-0.29032042622566223,-0.026593029499053955
34,-0.041194088757038116,-0.21112868189811707
35,-0.08678027987480164,-0.25808286666870117
36,-0.2330891489982605,-0.3264995217323303
37,-0.19210049510002136,-0.14482617378234863
38,-0.31608259677886963,-0.274716854095459
39,-0.3348298668861389,-0.22406837344169617
40,-0.5113364458084106,-0.1746852993965149
41,-0.12633462250232697,-0.05632615089416504
42,-0.4644272029399872,-0.3352421224117279
43,-0.2735263407230377,-0.10614022612571716
44,-0.15529558062553406,-0.24941366910934448
45,-0.49276912212371826,-0.19654971361160278
46,-0.2200661301612854,-0.07014313340187073
47,-0.29898861050605774,-0.1655919849872589
48,-0.3207932114601135,-0.2549707889556885
49,-0.3503115475177765,-0.29836156964302063
50,-0.22362683713436127,-0.052779197692871094
51,-0.23614725470542908,-0.31103742122650146
52,-0.346687376499176,-0.33380022644996643
53,-0.18988314270973206,-0.3978397846221924
54,-0.28585106134414673,-0.2787638008594513
55,-0.5026283264160156,-0.3134782314300537
56,-0.19759605824947357,-0.17557814717292786
57,-0.2773066461086273,-0.5066734552383423
58,-0.15187811851501465,-0.06143936514854431
59,0.05990014225244522,-0.19164840877056122
60,-0.15424735844135284,-0.06646987795829773
61,-0.16375702619552612,-0.016451001167297363
62,-0.37598103284835815,-0.1781616508960724
63,-0.6623378396034241,-0.39732086658477783
64,-0.5252590179443359,-0.1500069499015808
65,-0.45789864659309387,-0.14825549721717834
66,-0.46232080459594727,-0.20314502716064453
67,-0.41201546788215637,-0.3280423581600189
68,-0.18454322218894958,-0.2610146999359131
69,-0.11894526332616806,0.03559315204620361
70,-0.2666039764881134,-0.6233136653900146
71,-0.37053123116493225,-0.38682156801223755
72,-0.37331926822662354,-0.2816726863384247
73,-0.22182875871658325,-0.29896628856658936
74,-0.19322459399700165,-0.4308431148529053
75,-0.3658382296562195,-0.24644076824188232
76,-0.5058648586273193,-0.2977578639984131
77,-0.7249993681907654,0.09280157089233398
78,-0.558198869228363,-0.31202346086502075
79,-0.43082624673843384,-0.147560715675354
80,-0.23610040545463562,-0.20979031920433044
81,-0.3129020631313324,-0.2963171601295471
82,-0.19325760006904602,-0.32109686732292175
83,-0.33754944801330566,-0.21822547912597656
84,-0.14327482879161835,-0.10739904642105103
85,-0.14544618129730225,-0.29294443130493164
86,-0.004896152298897505,-0.14961372315883636
87,-0.13441163301467896,-0.23471538722515106
88,-0.2135879099369049,-0.5069247484207153
89,-0.3643500804901123,-0.15569186210632324
90,0.0637851282954216,-0.3151998817920685
91,-0.46464163064956665,-0.20530518889427185
92,-0.3071010708808899,-0.6129007339477539
93,-0.36056259274482727,-0.19299307465553284
94,-0.39296939969062805,-0.25279906392097473
95,-0.4172540307044983,-0.11269214749336243
96,-0.34789925813674927,-0.01322716474533081
97,-0.4069594442844391,-0.3117727041244507
98,-0.12477562576532364,-0.26317471265792847
99,-0.2505681812763214,-0.22004076838493347
100,-0.256855845451355,-0.18888524174690247
101,-0.4173596501350403,-0.06334513425827026
102,-0.33306118845939636,-0.21216151118278503
103,-0.3436640202999115,-0.429383784532547
104,-0.7554969191551208,-0.44325578212738037
105,-0.6053906679153442,0.05816614627838135
106,-0.6297386884689331,-0.20756328105926514
107,-0.6256041526794434,-0.3803737759590149
108,-0.49135175347328186,-0.04182204604148865
109,-0.38387301564216614,-0.5026046633720398
110,-0.39404234290122986,-0.2687934637069702
111,-0.6334903240203857,-0.21889755129814148
112,-0.5190878510475159,0.08063757419586182
113,-0.5357028841972351,-0.13448607921600342
114,-0.13689464330673218,-0.1107928454875946
115,-0.8039466738700867,-0.04039895534515381
116,-0.24140958487987518,-0.25235384702682495
117,-0.6076009273529053,-0.14627701044082642
118,-0.5142996311187744,-0.438515305519104
119,-0.6059006452560425,-0.09240305423736572
120,-0.463535338640213,-0.37974774837493896
121,-0.48510071635246277,-0.26355475187301636
122,-0.4566992521286011,-0.12984120845794678
123,-0.6233928203582764,-0.2582206428050995
124,-0.3781816065311432,-0.22191420197486877
125,-0.377558171749115,-0.041162967681884766
126,-0.38029003143310547,-0.24111366271972656
127,-0.16886456310749054,-0.5448553562164307
128,-0.28992098569869995,-0.5058435201644897
129,-0.0305151529610157,-0.20418578386306763
130,-0.13867135345935822,0.18515263497829437
131,-0.5123741626739502,-0.17767953872680664
132,-0.3704267144203186,0.06769311428070068
133,-0.4519488513469696,-0.07195144891738892
134,-0.508389413356781,-0.27671200037002563
135,-0.4066377282142639,-0.2605230212211609
136,-0.5789130926132202,-0.04821169376373291
137,0.006042062304913998,-0.21656817197799683
138,-0.5776607990264893,-0.18972697854042053
139,-0.6779667139053345,-0.2688690423965454
140,-0.7285783886909485,-0.17263779044151306
141,-0.6383621692657471,0.06145399808883667
142,-1.132557988166809,-0.2830027937889099
143,-0.3628178834915161,0.2068764865398407
144,-0.5480886697769165,-0.24835965037345886
145,-0.433885782957077,-0.2982223331928253
146,-0.4362333118915558,-0.06209021806716919
147,-0.5214804410934448,-0.08544939756393433
148,-0.21421629190444946,0.008010387420654297
149,-0.25772950053215027,-0.13562887907028198
150,-0.3832228183746338,0.014571070671081543
151,-0.3664824068546295,-0.32381612062454224
152,-0.3909774720668793,-0.2515712380409241
153,-0.5079694390296936,0.0041939616203308105
154,-0.2721206545829773,-0.14841735363006592
155,-0.42311158776283264,-0.44434893131256104
156,-0.4933865964412689,-0.16892322897911072
157,-0.4364240765571594,-0.10971617698669434
158,-0.44581297039985657,0.1686132550239563
159,-0.48838499188423157,0.02460271120071411
160,-0.5345284342765808,-0.4157561659812927
161,-0.25513991713523865,-0.3773605227470398
162,-0.5411874651908875,-0.5641745328903198
163,-0.33775413036346436,-0.3501841425895691
164,-0.10704392939805984,-0.1680772602558136
165,-0.11519863456487656,0.21293969452381134
166,-0.3002391457557678,-0.037410371005535126
167,-0.13024307787418365,-0.50093674659729
168,-0.13363759219646454,0.045679956674575806
169,-0.4827818274497986,-0.38096070289611816
170,-0.19440634548664093,-0.19861334562301636
171,-0.49830424785614014,-0.002392292022705078
172,-0.7272507548332214,-0.11393073201179504
173,-0.43498489260673523,-0.272205114364624
174,-0.5796813368797302,-0.039299964904785156
175,-0.29139459133148193,-0.32470816373825073
176,-0.3864465355873108,-0.5165103673934937
177,-0.295627623796463,0.07556009292602539
178,-0.7720733284950256,-0.4110240340232849
179,-0.11175412684679031,-0.05632050335407257
180,-0.15723122656345367,-0.03498286008834839
181,-0.6220558881759644,-0.4009575843811035
182,-0.2628454864025116,0.006649434566497803
183,-0.061235211789608,-0.2419828623533249
184,-0.232207790017128,-0.0010514259338378906
185,-0.3440672755241394,-0.09440267086029053
186,-0.42648082971572876,-0.45364856719970703
187,-0.3944651782512665,-0.009386658668518066
188,-0.7165490388870239,-0.07546421885490417
189,-0.46940183639526367,-0.1707775592803955
190,-0.6275550723075867,-0.3610314726829529
191,-0.32506614923477173,-0.4001705050468445
192,-0.3294384479522705,-0.19931817054748535
193,-0.41083624958992004,0.03126978874206543
194,-0.5306091904640198,0.0013766288757324219
195,-0.6161730885505676,-0.28945374488830566
196,-0.331696093082428,-0.5171422958374023
197,-0.6597878932952881,0.019578009843826294
198,-0.37022051215171814,-0.1331186294555664
199,-0.5609129071235657,-0.054277777671813965
200,-0.6257612705230713,-0.1657240390777588
201,-0.7415993213653564,-0.308174192905426
202,-0.4654003083705902,-0.1553851068019867
203,-0.48693597316741943,-0.17434018850326538
204,-0.4905250668525696,-0.2050609290599823
205,-0.26296690106391907,-0.025414586067199707
206,-0.4504952132701874,-0.03351849317550659
207,-0.37449386715888977,-0.19954311847686768
208,-0.6649594306945801,-0.09017843008041382
209,-0.6809553503990173,0.012163162231445312
210,-0.6205803155899048,-0.2851397395133972
211,-0.6229622960090637,-0.17364472150802612
212,-0.5414422750473022,-0.09163105487823486
213,-0.2830234467983246,-0.09542553126811981
214,-0.30527570843696594,-0.12581729888916016
215,-0.1295175552368164,0.10108566284179688
216,-0.4196629822254181,-0.042220354080200195
217,-0.26445505023002625,-0.5096789598464966
218,-0.6475616693496704,-0.3155824840068817
219,-0.47206225991249084,0.040688663721084595
220,-0.8088141083717346,0.022189170122146606
221,-0.17844322323799133,-0.2716008722782135
222,-0.39770618081092834,-0.12793081998825073
223,-0.7272918224334717,-0.3506014347076416
224,-0.97112637758255,-0.27307313680648804
225,-0.7697691321372986,-0.22258687019348145
226,-0.7287833094596863,-0.12772655487060547
227,-0.5513492822647095,-0.08693969249725342
228,-0.5560907125473022,0.019345998764038086
229,-0.5650483965873718,0.10796946287155151
230,-0.4761173725128174,-0.02224677801132202
231,-0.7270394563674927,-0.30291205644607544
232,-0.3743920922279358,-0.31995314359664917
233,-0.379899263381958,0.05747109651565552
234,-0.3307513892650604,-0.3841896951198578
235,-0.5333554148674011,-0.05210733413696289
236,-0.6686959266662598,-0.1372341513633728
237,-0.2948441803455353,-0.13777877390384674
238,-0.5642068982124329,-0.0382770299911499
239,-0.846225917339325,-0.18602204322814941
240,-0.44427481293678284,-0.218618243932724
241,-0.5019695162773132,-0.1963644027709961
242,-0.5737490653991699,-0.3071211278438568
243,-0.41102758049964905,-0.11626109480857849
244,-0.6005108952522278,-0.3986981511116028
245,-0.3831646740436554,-0.04904109239578247
246,-0.6864938139915466,-0.09393936395645142
247,-0.6816142201423645,-0.28041112422943115
248,-0.8208401203155518,-0.2024638056755066
249,-0.7081851959228516,-0.013321161270141602
250,-0.469419002532959,-0.0668259859085083
251,-0.39573293924331665,-0.09928750991821289
252,-0.29731231927871704,-0.04686158895492554
253,-0.41189777851104736,-0.3382190763950348
254,-0.6264470815658569,-0.06488209962844849
255,-0.42163461446762085,-0.23984301090240479
256,-0.29253721237182617,0.0584942102432251
257,-0.4680408239364624,-0.08854147791862488
258,-0.3830072283744812,-0.10876676440238953
259,-0.3084782361984253,-0.12199389934539795
260,-0.5529415607452393,-0.20722481608390808
261,-0.3025014102458954,0.07899108529090881
262,-0.46323320269584656,-0.1791686713695526
263,-0.3477703630924225,-0.1635037362575531
264,-0.6640537977218628,-0.21681320667266846
265,-0.43971818685531616,-0.014770746231079102
266,-0.7865329384803772,-0.15258818864822388
267,-0.6355020403862,-0.02226203680038452
268,-0.5253245830535889,-0.13363298773765564
269,-0.3777521252632141,-0.010701030492782593
270,-0.43522584438323975,-0.16294986009597778
271,-0.6467159390449524,-0.03196883201599121
272,-0.8568469882011414,-0.22403937578201294
273,-0.6605368852615356,-0.05155813694000244
274,-0.5583510398864746,-0.25743168592453003
275,-0.7118956446647644,-0.11789125204086304
276,-0.5274498462677002,-0.13976752758026123
277,-0.5829373002052307,-0.18606090545654297
278,-0.6354535818099976,-0.07618755102157593
279,-0.29543548822402954,-0.2236892282962799
280,-0.5445160269737244,-0.040606558322906494
281,-0.45765018463134766,0.01776188611984253
282,-0.39677807688713074,-0.09631580114364624
283,-0.28897351026535034,-0.13505280017852783
284,-0.3854321241378784,-0.2519575357437134
285,-0.5478606224060059,0.1273747682571411
286,-0.7424631714820862,-0.18798238039016724
287,-0.4735092222690582,-0.21578246355056763
288,-0.3831920921802521,-0.02269667387008667
289,-0.3537425994873047,-0.0815015435218811
290,-0.7461939454078674,-0.17119020223617554
291,-0.5105689167976379,0.09613233804702759
292,-0.5036625862121582,0.09946650266647339
293,-0.3839295506477356,-0.18684926629066467
294,-0.49695128202438354,-0.2096240222454071
295,-0.4938250780105591,-0.17106080055236816
296,-0.7632999420166016,-0.03328347206115723
297,-0.6906943321228027,-0.07522118091583252
298,-0.6463820338249207,-0.07135671377182007
299,-0.5661422610282898,0.07932132482528687
